0,0,0,0,0,0,
0,2.38858,0,-0.73643,-0.00182,-0.05495,
0,2.48805,0,-0.63855,-0.00067,-0.10339,
0,2.04321,0,-1.70676,0,-0.07467,
0,1.52357,0,-1.7314,0,-0.06658,
0,1.33315,0,-3.2121,0,-0.04231,
0,0.50803,0,-3.38928,-0.00091,-0.02015,
0,1.34458,0,-3.08612,-0.00034,-0.00928,
0,0.89924,0,-3.3426,-0.00182,-0.00317,
0,0.36633,0,-2.3334,-0.00158,-0.00067,
0,0.18897,0,-2.32968,-0.00034,-0.03663,
0,0.47635,0,-1.96019,-0.00091,-0.01348,
0,1.27881,0,-5.1353,-0.00034,-0.00992,
0,0.87422,0,-3.7277,0,-0.04028,
0,1.42769,0,-3.94576,0,-0.01482,
0,1.62799,0,-2.55459,0,-0.04159,
0,1.70217,0,-3.5142,-0.00091,-0.05193,
0,2.5021,0,-3.49971,-0.00034,-0.0191,
0,2.42837,0,-2.75849,-0.00091,-0.0251,
0,2.73262,0,-3.58958,-0.00034,-0.02755,
0,1.02356,0,-2.79057,0,-0.06483,
0,1.86613,0,-2.12961,0,-0.04192,
0,3.316,0,-2.2541,-0.00091,-0.05205,
0,3.07732,0,-1.56462,-0.00034,-0.03734,
0,2.97099,0,-1.31049,0,-0.03193,
0,2.94994,0,-2.68864,0,-0.02969,
0,1.48945,0,-1.35648,-0.00091,-0.0108,
0,2.42286,0,-1.96968,-0.00034,-0.02204,
0,2.73059,0,-1.45987,0,-0.0263,
0,2.47555,0,-4.21548,0,-0.0645,
0,2.03201,0,-4.12545,-0.00091,-0.04192,
0,1.48231,0,-4.46046,-0.00125,-0.05205,
0,2.03428,0,-3.84794,-0.00125,-0.01903,
0,1.11563,0,-3.25423,-0.00034,-0.00688,
0,2.26834,0,-3.03644,0,-0.00216,
0,1.62465,0,-3.32383,0,-0.00067,
0,1.71889,0,-1.95828,0,-0.01832,
0,1.7357,0,-4.03009,0,-0.00674,
0,2.88194,0,-3.32112,0,-0.05743,
0,4.37075,0,-3.42806,0,-0.02113,
0,2.71068,0,-2.73189,0,-0.02609,
0,2.46848,0,-2.10803,0,-0.02779,
0,2.379,0,-1.51064,0,-0.04685,
0,2.34621,0,-1.65863,0,-0.0535,
0,2.33427,0,-3.18509,-0.00091,-0.05631,
0,1.24455,0,-3.74577,-0.00125,-0.02059,
0,2.6827,0,-4.32041,-0.00125,-0.02577,
0,2.10775,0,-3.79593,-0.00034,-0.04586,
0,2.26486,0,-3.23535,-0.00091,-0.05326,
0,2.69109,0,-3.765,-0.00034,-0.05846,
0,2.11109,0,-2.48846,0,-0.03982,
0,0.79466,0,-2.75448,0,-0.03284,
0,1.02736,0,-2.11609,0,-0.03003,
0,2.29036,0,-2.24912,0,-0.02912,
0,2.68111,0,-2.29794,0,-0.0471,
0,2.45735,0,-1.94826,0,-0.09046,
0,2.06198,0,-2.92338,0,-0.05147,
0,2.26609,0,-2.91399,0,-0.03713,
0,1.93642,0,-2.91102,-0.00182,-0.05017,
0,2.2022,0,-3.27757,-0.00067,-0.01821,
0,1.56397,0,-3.04478,-0.00091,-0.06115,
0,1.38339,0,-4.06265,-0.00034,-0.02237,
0,1.99789,0,-4.80499,-0.00091,-0.02642,
0,2.96008,0,-3.60668,-0.00034,-0.01195,
0,2.57829,0,-1.69396,0,-0.02271,
0,1.68398,0,-2.82983,0,-0.02878,
0,1.7408,0,-2.51194,0,-0.06541,
0,1.7433,0,-2.39487,-0.00182,-0.02394,
0,2.16742,0,-2.7198,-0.00067,-0.00868,
0,3.75833,0,-2.47109,0,-0.02139,
0,3.95727,0,-3.11523,0,-0.02606,
0,4.78417,0,-2.98481,0,-0.02753,
0,4.00341,0,-3.67308,-0.00091,-0.01013,
0,2.57613,0,-2.82203,-0.00125,-0.00373,
0,1.31497,0,-2.87707,-0.00034,-0.01956,
0,1.60533,0,-2.16156,0,-0.00955,
0,2.448,0,-2.26609,0,-0.02171,
0,2.77524,0,-1.93679,0,-0.04462,
0,2.12373,0,-1.07965,0,-0.05292,
0,1.8838,0,-2.60384,0,-0.03766,
0,2.91774,0,-4.26795,0,-0.03217,
0,3.66636,0,-6.35203,0,-0.01171,
0,1.7346,0,-4.17556,0,-0.02238,
0,2.12792,0,-3.37513,0,-0.00799,
0,2.65811,0,-1.97691,0,-0.02113,
0,1.38163,0,-1.83053,0,-0.04428,
0,1.61142,0,-3.61633,0,-0.07124,
0,1.32807,0,-2.43327,0,-0.0444,
0,2.3271,0,-1.6298,0,-0.01633,
0,1.59074,0,-3.17312,0,-0.00589,
0,3.93238,0,-2.27035,0,-0.03855,
0,2.93598,0,-3.40975,0,-0.01381,
0,3.28675,0,-2.72565,0,-0.02327,
0,3.10335,0,-2.10598,0,-0.00856,
0,1.87705,0,-2.61316,-0.00091,-0.0581,
0,2.54775,0,-0.96096,-0.00034,-0.03944,
0,2.05848,0,-1.82479,-0.00091,-0.03283,
0,1.86066,0,-3.61347,-0.00034,-0.03275,
0,1.45541,0,-2.06471,0,-0.03036,
0,2.00644,0,-2.5981,0,-0.02912,
